Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Occupation,Education_Level
64.0,Male,Employed,51,6.6,4.9,Poor,5.0,39.0,0,Low,No,Low,Civil Engineer,Master
33.0,Female,Self-Employed,40,7.2,8.1,Good,9.5,9.0,4,Low,No,Low,Student,Master
29.0,Other,Student,34,9.8,8.0,Good,2.0,42.0,0,Low,No,Low,Software Engineer,High School
46.0,Other,Employed,62,3.9,7.1,Good,6.1,18.0,6,Moderate,No,Moderate,Lawyer,PhD
24.0,Other,Student,54,3.2,5.4,Average,6.2,27.0,0,Low,No,Low,Nurse,Master
37.0,Male,Unemployed,69,9.8,5.4,Average,1.2,37.0,2,Moderate,No,High,Accountant,PhD
42.0,Male,Employed,50,3.0,4.4,Poor,3.8,34.0,6,Moderate,No,Low,Civil Engineer,PhD
39.0,Female,Unemployed,58,5.2,4.2,Poor,2.9,40.0,2,Moderate,No,High,Business Owner,Bachelor
32.0,Female,Student,65,12.9,4.0,Poor,2.7,28.0,6,High,Yes,High,Chef,Bachelor
47.0,Male,Unemployed,22,3.3,4.7,Poor,7.3,15.0,6,Low,No,Low,Researcher,Diploma
34.0,Male,Student,34,4.9,7.9,Good,9.3,12.0,6,Low,No,Low,Police Officer,Master
35.0,Male,Unemployed,63,13.5,4.3,Poor,2.7,28.0,7,High,Yes,High,Nurse,Master
47.0,Male,Employed,28,8.1,5.0,Average,0.8,21.0,3,Low,No,Low,Lawyer,PhD
27.0,Other,Student,59,7.2,6.7,Average,2.5,33.0,0,Low,No,Low,Pilot,Diploma
65.0,Male,Self-Employed,59,5.3,9.7,Excellent,2.3,13.0,2,Moderate,No,Low,Student,PhD
51.0,Female,Student,43,3.8,5.7,Average,5.9,12.0,4,Low,No,Low,Teacher,PhD
47.0,Other,Employed,50,10.4,4.7,Poor,6.2,17.0,2,High,Yes,Moderate,Nurse,Master
33.0,Female,Employed,46,4.0,8.8,Good,3.5,44.0,8,Moderate,No,Low,Doctor,High School
46.0,Other,Unemployed,49,6.6,5.9,Average,2.8,19.0,8,Moderate,No,Moderate,Marketing Manager,Diploma
21.0,Male,Unemployed,50,5.7,4.8,Poor,6.0,17.0,3,Moderate,No,Low,Doctor,Diploma
26.0,Female,Student,53,7.4,8.8,Good,0.4,14.0,3,Moderate,No,Moderate,Software Engineer,Bachelor
28.0,Other,Student,42,7.3,5.5,Average,1.5,0.0,3,Moderate,No,Moderate,Civil Engineer,Bachelor
62.0,Other,Employed,66,10.2,8.2,Good,3.7,37.0,0,High,No,High,Chef,Master
62.0,Other,Student,35,10.5,4.1,Poor,1.6,1.0,7,Moderate,No,Moderate,Researcher,Master
28.0,Female,Student,27,8.2,5.2,Average,3.9,30.0,8,Moderate,No,Moderate,Data Scientist,Bachelor
25.0,Male,Unemployed,58,10.7,6.7,Average,5.6,16.0,1,High,Yes,High,Business Owner,Diploma
42.0,Male,Student,50,8.3,4.2,Poor,5.0,4.0,7,High,Yes,High,Teacher,Master
39.0,Female,Student,44,5.7,8.5,Good,6.7,47.0,8,Moderate,No,Moderate,Software Engineer,Bachelor
27.0,Female,Self-Employed,23,12.9,8.5,Good,5.4,34.0,7,Low,No,Low,Marketing Manager,Master
52.0,Other,Self-Employed,57,11.7,7.6,Good,1.6,40.0,5,Moderate,No,Moderate,Business Owner,Bachelor
47.0,Female,Employed,22,3.7,5.2,Average,3.8,47.0,7,Low,No,Low,Pilot,High School
46.0,Male,Student,52,12.0,4.2,Poor,5.2,42.0,8,Moderate,No,High,Farmer,PhD
58.0,Male,Employed,33,4.1,8.5,Good,8.2,20.0,0,Low,No,Low,Sales Executive,PhD
58.0,Male,Employed,52,10.4,9.0,Excellent,3.1,29.0,2,Low,No,Low,Marketing Manager,Diploma
55.0,Male,Student,50,7.4,4.7,Poor,1.5,45.0,0,Moderate,No,Moderate,Business Owner,Master
50.0,Other,Unemployed,55,7.7,9.4,Excellent,2.9,36.0,0,Low,No,Low,Nurse,Diploma
63.0,Male,Self-Employed,46,10.3,9.5,Excellent,6.9,3.0,1,Low,No,Low,Student,Master
58.0,Other,Employed,57,9.6,4.6,Poor,0.4,10.0,0,Moderate,No,Moderate,Designer,Bachelor
43.0,Male,Unemployed,47,7.5,6.1,Average,7.0,22.0,0,Low,No,Low,Accountant,PhD
33.0,Male,Unemployed,33,4.2,4.5,Poor,5.0,47.0,6,Moderate,No,Low,Student,Bachelor
31.0,Male,Unemployed,36,11.4,6.4,Average,4.2,3.0,4,Moderate,No,Low,Business Owner,High School
44.0,Female,Student,45,10.0,6.8,Average,8.9,33.0,1,Moderate,No,Moderate,Lawyer,PhD
22.0,Male,Self-Employed,21,2.9,6.8,Average,0.9,36.0,8,Low,No,Low,HR Specialist,Master
55.0,Female,Self-Employed,29,4.1,7.3,Good,3.4,26.0,8,Low,No,Low,Civil Engineer,PhD
53.0,Male,Self-Employed,36,10.6,7.7,Good,4.7,25.0,7,Moderate,No,Moderate,Sales Executive,PhD
31.0,Male,Unemployed,35,11.0,4.8,Poor,1.4,32.0,6,Moderate,No,Low,Nurse,High School
30.0,Male,Student,59,4.4,6.8,Average,1.3,41.0,2,Moderate,No,Moderate,Chef,Master
20.0,Other,Self-Employed,22,12.4,9.1,Excellent,3.8,2.0,7,Low,No,Low,Civil Engineer,High School
50.0,Other,Employed,53,8.5,7.4,Good,5.2,3.0,2,Moderate,No,High,Lawyer,Bachelor
55.0,Female,Student,54,9.8,9.2,Excellent,6.4,41.0,3,Moderate,No,Moderate,Pilot,PhD
45.0,Male,Self-Employed,52,12.1,5.3,Average,9.9,54.0,5,Moderate,No,Moderate,Marketing Manager,High School
19.0,Male,Unemployed,27,7.8,6.8,Average,1.3,35.0,2,Low,No,Low,Nurse,High School
53.0,Other,Employed,62,4.5,4.5,Poor,5.0,41.0,8,Moderate,No,High,Data Scientist,Bachelor
28.0,Male,Student,30,3.2,10.0,Excellent,6.9,55.0,6,Low,No,Low,Nurse,Diploma
63.0,Other,Student,39,7.5,9.8,Excellent,2.1,3.0,2,Low,No,Low,Designer,Bachelor
22.0,Female,Employed,56,3.9,9.7,Excellent,7.4,7.0,5,Moderate,No,Moderate,Civil Engineer,PhD
23.0,Male,Unemployed,59,8.6,9.3,Excellent,4.7,44.0,7,Moderate,No,Moderate,Civil Engineer,Master
44.0,Female,Unemployed,53,7.1,9.4,Excellent,6.4,28.0,8,Moderate,No,Low,Data Scientist,Diploma
22.0,Male,Student,53,2.2,8.3,Good,4.2,23.0,2,Low,No,Moderate,Data Scientist,Master
41.0,Male,Unemployed,22,7.2,9.1,Excellent,4.4,56.0,1,Low,No,Low,Marketing Manager,Master
42.0,Male,Student,42,2.4,8.4,Good,9.4,42.0,2,Low,No,Low,Farmer,Bachelor
45.0,Other,Employed,53,13.8,4.8,Poor,0.5,56.0,6,High,Yes,High,Farmer,Master
29.0,Female,Employed,43,8.1,7.4,Good,8.9,26.0,5,Low,No,Low,HR Specialist,Bachelor
21.0,Other,Self-Employed,59,10.9,9.6,Excellent,4.6,15.0,7,High,Yes,High,HR Specialist,PhD
60.0,Other,Self-Employed,55,8.2,8.7,Good,3.7,27.0,8,High,Yes,High,Civil Engineer,Diploma
31.0,Male,Student,27,2.1,9.4,Excellent,7.3,8.0,0,Low,No,Low,Farmer,Diploma
27.0,Female,Employed,42,10.0,8.0,Good,0.2,11.0,3,Moderate,No,Moderate,Student,Bachelor
45.0,Other,Self-Employed,25,3.5,5.2,Average,8.8,36.0,2,Low,No,Low,Freelancer,Bachelor
22.0,Male,Unemployed,59,8.3,8.8,Good,9.2,20.0,7,Moderate,No,Moderate,Chef,High School
33.0,Male,Employed,23,2.7,7.6,Good,6.1,8.0,1,Low,No,Low,Freelancer,Diploma
61.0,Female,Unemployed,22,10.4,8.2,Good,3.1,36.0,0,Low,No,Low,Marketing Manager,Diploma
20.0,Male,Unemployed,56,10.6,4.3,Poor,0.1,21.0,2,High,Yes,High,Doctor,PhD
50.0,Female,Student,65,5.9,4.5,Poor,3.5,58.0,0,Moderate,No,High,Data Scientist,PhD
54.0,Male,Unemployed,44,5.7,7.5,Good,8.5,17.0,0,Low,No,Low,Marketing Manager,Bachelor
37.0,Male,Self-Employed,24,12.5,8.0,Good,9.4,21.0,3,Moderate,No,Low,Lawyer,Bachelor
57.0,Male,Self-Employed,67,5.8,4.2,Poor,3.1,39.0,5,High,Yes,Moderate,Lawyer,PhD
48.0,Other,Student,54,5.0,5.3,Average,8.5,48.0,3,Low,No,Low,Business Owner,Bachelor
52.0,Other,Employed,20,7.0,4.5,Poor,8.9,46.0,7,Low,No,Low,Software Engineer,Bachelor
18.0,Female,Self-Employed,69,12.2,6.0,Average,8.3,43.0,5,Moderate,No,High,Accountant,Master
51.0,Male,Self-Employed,49,7.1,6.5,Average,6.9,35.0,0,Low,No,Low,Marketing Manager,Diploma
49.0,Other,Self-Employed,53,7.7,8.6,Good,8.2,28.0,5,Moderate,No,Moderate,Pilot,PhD
22.0,Female,Employed,58,12.0,7.3,Good,3.8,60.0,5,Moderate,No,Moderate,Student,High School
57.0,Other,Self-Employed,22,8.7,8.7,Good,2.3,47.0,7,Moderate,No,Moderate,Designer,High School
56.0,Other,Student,52,4.3,8.8,Good,0.1,30.0,7,Moderate,No,Moderate,Teacher,Bachelor
49.0,Male,Unemployed,32,5.3,10.0,Excellent,7.6,51.0,4,Low,No,Low,Lawyer,High School
47.0,Male,Student,46,8.0,7.8,Good,1.3,16.0,4,High,No,Moderate,Teacher,PhD
22.0,Other,Employed,25,8.0,5.5,Average,8.4,8.0,8,Moderate,No,Low,Civil Engineer,Diploma
65.0,Female,Employed,53,8.6,9.1,Excellent,6.7,36.0,3,Low,No,Low,Sales Executive,Master
59.0,Male,Employed,64,11.5,4.3,Poor,1.7,37.0,1,Moderate,No,Moderate,Marketing Manager,PhD
34.0,Other,Employed,69,6.8,9.0,Excellent,9.3,12.0,8,Moderate,No,High,HR Specialist,Diploma
24.0,Male,Employed,66,9.5,8.8,Good,9.4,35.0,3,Low,No,Low,HR Specialist,High School
28.0,Female,Unemployed,68,12.6,9.2,Excellent,8.9,34.0,0,Moderate,No,Low,Police Officer,PhD
43.0,Male,Unemployed,20,11.3,9.0,Excellent,6.9,37.0,3,Low,No,Low,Lawyer,PhD
20.0,Other,Employed,38,9.0,4.6,Poor,6.2,5.0,6,High,Yes,High,HR Specialist,Bachelor
56.0,Female,Student,61,13.8,5.7,Average,0.4,33.0,8,High,Yes,High,Doctor,Diploma
20.0,Other,Unemployed,29,12.6,7.2,Good,8.0,52.0,0,Low,No,Low,Doctor,Master
24.0,Male,Student,33,13.7,8.4,Good,3.2,7.0,1,Moderate,No,Low,Student,High School
41.4,Other,Unemployed,60,8.3,7.4,Good,3.7,5.0,7,High,Yes,Moderate,HR Specialist,Bachelor
57.0,Other,Unemployed,56,5.9,9.1,Excellent,7.9,55.0,8,Low,No,Low,Teacher,Bachelor
47.0,Male,Self-Employed,69,2.7,8.9,Good,9.7,16.0,6,Moderate,No,Moderate,Marketing Manager,Diploma
59.0,Female,Student,47,6.3,8.8,Good,7.6,55.0,6,Low,No,Low,Business Owner,Diploma
21.0,Male,Student,46,13.0,8.5,Good,7.1,13.0,2,Low,No,Low,Sales Executive,PhD
63.0,Male,Student,46,10.7,4.2,Poor,0.7,16.0,0,High,Yes,High,Sales Executive,High School
40.0,Other,Employed,46,11.0,5.7,Average,0.1,12.0,0,Moderate,No,Moderate,Sales Executive,Diploma
33.0,Male,Self-Employed,33,12.2,7.0,Good,0.7,45.0,3,Low,No,Low,Software Engineer,High School
47.0,Male,Self-Employed,62,8.0,6.9,Average,8.9,59.0,6,Low,No,Low,Doctor,Master
59.0,Other,Employed,70,8.0,6.7,Average,0.2,18.0,8,High,Yes,High,Nurse,Bachelor
34.0,Other,Employed,63,6.1,9.3,Excellent,6.9,14.0,8,Moderate,No,High,Accountant,Master
24.0,Other,Employed,29,11.5,9.6,Excellent,0.2,42.0,2,Low,No,Moderate,Chef,PhD
25.0,Male,Employed,67,5.0,9.6,Excellent,9.9,30.0,1,Moderate,No,Moderate,Business Owner,High School
59.0,Other,Unemployed,51,9.6,4.3,Poor,0.7,17.0,8,High,Yes,High,Freelancer,Bachelor
61.0,Female,Unemployed,65,7.0,8.0,Good,4.1,51.0,5,Moderate,No,Moderate,Accountant,Bachelor
65.0,Female,Employed,27,11.2,4.9,Poor,9.3,25.0,2,Low,No,Low,HR Specialist,PhD
40.0,Male,Unemployed,69,6.3,6.6,Average,0.9,30.0,7,High,Yes,High,Designer,Master
57.0,Female,Unemployed,35,2.8,9.4,Excellent,1.2,11.0,5,Low,No,Low,Accountant,High School
52.0,Male,Unemployed,36,12.5,4.4,Poor,4.9,20.0,0,Moderate,No,Moderate,Pilot,High School
56.0,Female,Unemployed,61,11.7,5.4,Average,9.6,19.0,8,High,Yes,High,Designer,High School
22.0,Other,Student,68,12.5,8.5,Good,4.8,29.0,4,High,Yes,Moderate,Chef,High School
54.0,Female,Self-Employed,70,6.7,7.4,Good,4.6,21.0,1,Moderate,No,Moderate,Marketing Manager,Master
42.0,Other,Unemployed,58,8.9,7.5,Good,2.6,52.0,1,Low,No,Low,Chef,PhD
43.0,Female,Employed,32,9.2,5.4,Average,5.1,56.0,6,Low,No,Low,Freelancer,Master
65.0,Male,Employed,49,2.7,8.4,Good,2.3,40.0,6,Moderate,No,Moderate,Police Officer,High School
40.0,Male,Unemployed,56,12.9,6.4,Average,3.0,55.0,1,Moderate,No,Moderate,Farmer,Bachelor
49.0,Other,Employed,55,3.7,6.8,Average,4.0,34.0,6,Moderate,No,Moderate,Doctor,Diploma
56.0,Male,Unemployed,31,10.0,7.5,Good,4.7,54.0,4,Low,No,Low,Pilot,PhD
59.0,Female,Unemployed,31,9.7,5.0,Average,5.5,7.0,2,Low,No,Low,HR Specialist,Bachelor
40.0,Male,Student,50,8.2,6.1,Average,7.7,54.0,5,Low,No,Low,Software Engineer,Bachelor
35.0,Other,Unemployed,28,7.1,7.4,Good,8.4,57.0,3,Low,No,Low,HR Specialist,High School
25.0,Male,Unemployed,49,11.1,7.8,Good,6.1,15.0,1,Moderate,No,Low,Marketing Manager,Diploma
60.0,Other,Student,70,4.1,8.0,Good,4.5,23.0,1,Moderate,No,Low,Lawyer,High School
56.0,Other,Student,68,10.1,8.5,Good,7.5,7.0,4,High,Yes,High,Software Engineer,Bachelor
40.0,Male,Self-Employed,41,11.0,8.2,Good,2.7,26.0,4,Low,No,Moderate,Farmer,Bachelor
65.0,Male,Employed,31,6.7,6.8,Average,2.6,29.0,4,Low,No,Low,Freelancer,Bachelor
60.0,Other,Student,29,13.8,6.3,Average,9.8,43.0,4,Low,No,Low,Student,PhD
52.0,Male,Unemployed,69,5.0,7.0,Good,3.7,37.0,4,Moderate,No,Moderate,Nurse,Diploma
34.0,Female,Student,57,11.7,7.4,Good,5.8,19.0,3,High,No,Moderate,Freelancer,PhD
45.0,Male,Unemployed,23,7.9,6.1,Average,2.6,27.0,3,Low,No,Low,Designer,Bachelor
50.0,Other,Student,36,3.9,6.9,Average,1.5,30.0,4,Low,No,Low,Teacher,Diploma
28.0,Other,Employed,31,4.8,7.1,Good,7.8,58.0,0,Low,No,Low,Researcher,Diploma
36.0,Male,Student,39,11.9,9.0,Excellent,7.9,0.0,6,Moderate,No,High,Pilot,Diploma
56.0,Female,Unemployed,34,5.0,4.7,Poor,0.4,41.0,4,Low,No,Low,Data Scientist,Diploma
49.0,Other,Student,53,5.7,5.9,Average,7.5,38.0,5,Low,No,Low,Student,Bachelor
23.0,Male,Employed,70,8.9,5.0,Average,5.1,29.0,5,High,Yes,High,Civil Engineer,High School
43.0,Other,Self-Employed,46,4.0,9.3,Excellent,4.0,54.0,4,Low,No,Low,Business Owner,Diploma
41.0,Female,Student,62,2.9,6.9,Average,5.3,17.0,4,High,No,High,Pilot,PhD
43.0,Female,Employed,67,2.1,8.0,Good,4.2,38.0,0,Moderate,No,Low,Sales Executive,High School
29.0,Other,Self-Employed,29,8.7,6.8,Average,3.0,59.0,4,Low,No,Low,Farmer,PhD
63.0,Female,Student,69,7.3,5.7,Average,4.6,30.0,8,High,Yes,High,Teacher,PhD
52.0,Male,Unemployed,23,9.0,8.6,Good,5.0,6.0,7,Moderate,No,Moderate,Lawyer,PhD
53.0,Male,Employed,51,13.0,9.2,Excellent,7.4,18.0,7,High,Yes,High,Lawyer,Master
19.0,Other,Student,42,13.3,5.1,Average,6.0,12.0,4,Moderate,No,Moderate,Data Scientist,PhD
45.0,Female,Self-Employed,67,4.5,7.3,Good,1.6,24.0,2,Moderate,No,Moderate,Software Engineer,High School
58.0,Other,Employed,56,7.9,8.2,Good,0.6,8.0,3,High,Yes,High,Farmer,Bachelor
20.0,Male,Unemployed,26,9.1,8.3,Good,6.2,13.0,3,Low,No,Low,Marketing Manager,High School
43.0,Female,Self-Employed,62,12.4,9.0,Excellent,3.1,3.0,0,High,Yes,High,Police Officer,PhD
36.0,Male,Self-Employed,33,3.9,7.7,Good,8.4,30.0,4,Low,No,Low,Police Officer,High School
26.0,Male,Unemployed,36,4.0,7.6,Good,0.9,22.0,4,Low,No,Low,Police Officer,Diploma
39.0,Other,Employed,58,10.3,9.8,Excellent,6.7,10.0,5,Moderate,No,Moderate,Teacher,Diploma
22.0,Other,Student,48,11.3,6.8,Average,2.5,54.0,8,Moderate,No,High,Accountant,Master
35.0,Female,Employed,66,7.6,6.2,Average,8.8,54.0,6,Moderate,No,Moderate,Pilot,Bachelor
46.0,Male,Self-Employed,53,2.8,9.3,Excellent,8.8,13.0,5,Low,No,Low,Data Scientist,PhD
29.0,Male,Student,61,8.0,5.2,Average,6.6,27.0,7,High,Yes,High,Farmer,Diploma
32.0,Male,Employed,32,9.9,4.2,Poor,1.1,38.0,4,Moderate,No,Low,Accountant,PhD
55.0,Female,Student,46,7.0,4.7,Poor,4.4,51.0,8,Moderate,No,Moderate,Designer,PhD
20.0,Other,Student,53,7.0,8.4,Good,4.3,48.0,8,Moderate,No,Moderate,Lawyer,PhD
31.0,Other,Student,63,2.6,5.4,Average,6.8,57.0,3,Low,No,Low,Student,Bachelor
63.0,Other,Student,26,8.0,5.2,Average,8.4,52.0,5,Low,No,Low,Police Officer,Bachelor
57.0,Male,Student,58,8.5,7.5,Good,10.0,20.0,6,Moderate,No,High,Freelancer,Diploma
28.0,Male,Self-Employed,56,6.4,8.6,Good,8.7,33.0,0,Low,No,Low,Student,Bachelor
46.0,Other,Employed,65,2.1,10.0,Excellent,1.2,30.0,0,Moderate,No,Moderate,Civil Engineer,Bachelor
38.0,Male,Student,52,13.0,4.1,Poor,8.7,22.0,4,High,Yes,Moderate,Marketing Manager,Bachelor
24.0,Female,Self-Employed,49,7.1,4.1,Poor,3.1,4.0,7,Moderate,No,High,Researcher,Master
45.0,Female,Employed,21,11.4,8.9,Good,5.8,16.0,4,Low,No,Low,Software Engineer,Master
34.0,Female,Student,34,4.9,7.0,Poor,2.4,54.0,0,Low,No,Low,Sales Executive,Diploma
61.0,Male,Student,65,3.9,8.1,Good,2.6,43.0,4,Moderate,No,Moderate,Designer,Diploma
28.0,Other,Employed,64,2.1,7.4,Good,0.7,13.0,2,Low,No,Low,Nurse,Bachelor
31.0,Male,Self-Employed,38,6.9,7.0,Good,0.2,52.0,4,Low,No,Low,Student,Diploma
57.0,Male,Self-Employed,20,13.1,7.8,Good,1.1,59.0,4,Low,No,Low,Lawyer,Master
40.0,Male,Unemployed,61,6.2,4.4,Poor,0.5,6.0,1,High,Yes,High,Farmer,Bachelor
61.0,Female,Student,55,6.6,4.1,Poor,5.9,26.0,2,Low,No,Low,Farmer,High School
63.0,Other,Student,20,8.0,7.7,Good,7.0,23.0,6,Low,No,Low,Researcher,High School
38.0,Female,Student,52,11.1,9.3,Excellent,8.2,53.0,1,Low,No,Low,Marketing Manager,Diploma
58.0,Female,Employed,44,10.8,4.3,Poor,9.9,39.0,4,Moderate,No,Moderate,Farmer,Master
48.0,Female,Student,26,8.4,8.5,Good,1.4,34.0,6,Low,No,Low,Freelancer,Bachelor
28.0,Male,Unemployed,69,6.5,8.7,Good,3.1,25.0,4,Moderate,No,High,Civil Engineer,Bachelor
20.0,Male,Self-Employed,52,9.4,5.2,Average,0.9,26.0,8,High,Yes,High,Doctor,Master
64.0,Male,Self-Employed,28,10.2,7.7,Good,7.2,43.0,2,Low,No,Low,Teacher,Diploma
28.0,Male,Employed,45,3.8,4.9,Poor,8.8,49.0,2,Low,No,Moderate,Pilot,Bachelor
19.0,Female,Unemployed,21,13.6,8.3,Good,5.0,52.0,6,Low,No,Low,Freelancer,High School
39.0,Female,Student,65,8.5,8.5,Good,9.8,8.0,6,Moderate,No,High,Pilot,High School
49.0,Male,Employed,31,12.0,8.2,Good,2.3,40.0,5,Moderate,No,Moderate,Business Owner,High School
33.0,Male,Unemployed,46,3.3,8.1,Good,5.0,49.0,1,Low,No,Low,Designer,Bachelor
59.0,Male,Student,48,3.3,6.1,Average,1.8,36.0,6,Moderate,No,Moderate,Chef,PhD
19.0,Other,Student,33,10.6,5.1,Average,2.2,47.0,8,Low,No,Low,Teacher,Diploma
60.0,Other,Employed,68,8.5,7.2,Good,1.0,24.0,2,High,Yes,High,Designer,PhD
34.0,Other,Student,50,10.2,6.7,Average,6.4,23.0,7,Moderate,No,High,Student,High School
43.0,Male,Self-Employed,55,7.9,8.2,Good,8.3,2.0,3,Moderate,No,High,HR Specialist,PhD
51.0,Other,Unemployed,37,10.9,9.4,Excellent,2.0,7.0,2,Moderate,No,Moderate,Farmer,Master
35.0,Other,Employed,50,4.2,9.2,Excellent,5.0,16.0,6,Moderate,No,Moderate,Police Officer,PhD
53.0,Other,Employed,59,11.1,6.8,Average,1.6,20.0,0,Moderate,No,Moderate,Student,Diploma
33.0,Male,Student,29,2.1,8.9,Good,3.2,21.0,0,Low,No,Low,Farmer,PhD
22.0,Male,Unemployed,63,2.6,8.7,Good,4.9,32.0,8,Low,No,Low,Teacher,PhD
18.0,Female,Student,38,6.9,7.3,Good,1.7,22.0,8,Moderate,No,Low,Data Scientist,Bachelor
24.0,Male,Student,20,7.8,6.1,Average,6.1,30.0,3,Low,No,Low,Designer,Diploma
19.0,Other,Student,70,10.9,5.3,Average,7.2,16.0,5,High,Yes,Moderate,Farmer,Bachelor
38.0,Other,Self-Employed,62,5.5,5.2,Average,8.9,51.0,6,Moderate,No,Moderate,Lawyer,Bachelor
56.0,Female,Unemployed,65,10.7,5.2,Average,4.5,4.0,1,Moderate,No,Moderate,Software Engineer,Bachelor
57.0,Female,Student,40,6.0,8.7,Good,3.0,27.0,1,Low,No,Low,Designer,PhD
31.0,Other,Student,37,12.7,4.1,Poor,8.3,5.0,0,Moderate,No,Moderate,Data Scientist,PhD
45.0,Male,Self-Employed,67,12.0,5.6,Average,8.7,8.0,3,High,Yes,High,HR Specialist,High School
29.0,Female,Self-Employed,61,9.8,6.1,Average,9.0,10.0,4,High,Yes,High,Nurse,Diploma
55.0,Female,Employed,30,3.5,5.3,Average,9.9,36.0,6,Low,No,Low,Software Engineer,Bachelor
27.0,Other,Self-Employed,52,7.0,5.3,Average,0.0,40.0,8,Moderate,No,Moderate,Student,Master
53.0,Female,Unemployed,27,5.3,9.0,Excellent,1.2,6.0,4,Low,No,Low,Business Owner,PhD
46.0,Male,Self-Employed,40,9.1,5.4,Average,1.2,8.0,4,Moderate,No,Moderate,Doctor,High School
63.0,Female,Unemployed,65,5.1,7.2,Good,7.6,19.0,0,Moderate,No,High,Software Engineer,High School
25.0,Other,Self-Employed,48,8.3,6.1,Average,2.5,30.0,5,Low,No,Low,Accountant,Master
42.0,Female,Student,50,3.0,5.2,Average,7.3,46.0,3,Low,No,Moderate,Marketing Manager,Master
18.0,Female,Employed,61,12.4,4.6,Poor,6.8,47.0,6,High,Yes,High,Student,Master
53.0,Female,Self-Employed,68,8.0,9.3,Excellent,5.0,50.0,4,Low,No,Low,Researcher,PhD
41.4,Female,Student,52,8.6,4.7,Poor,5.4,47.0,4,Moderate,No,Moderate,Lawyer,Bachelor
36.0,Female,Student,36,12.3,7.9,Good,8.4,20.0,3,Low,No,Low,Farmer,High School
22.0,Other,Employed,64,11.1,10.0,Excellent,5.9,6.0,4,Moderate,No,Moderate,Designer,Master
53.0,Female,Employed,53,7.5,4.5,Poor,7.4,52.0,4,Moderate,No,Moderate,Teacher,Diploma
42.0,Female,Unemployed,55,7.4,5.3,Average,7.9,37.0,0,Moderate,No,Moderate,Police Officer,High School
29.0,Female,Unemployed,30,4.1,8.4,Good,4.1,30.0,6,Low,No,Low,Nurse,Diploma
53.0,Other,Self-Employed,32,4.0,8.7,Good,6.1,4.0,1,Low,No,Low,Student,High School
45.0,Male,Self-Employed,30,11.3,4.7,Poor,9.4,51.0,4,Moderate,No,Low,Data Scientist,Bachelor
43.0,Other,Employed,47,12.4,8.6,Good,0.4,43.0,3,Moderate,No,Moderate,Marketing Manager,High School
32.0,Other,Student,67,5.3,5.3,Average,9.0,19.0,4,High,Yes,High,Marketing Manager,Master
29.0,Male,Employed,50,12.9,7.6,Good,8.5,28.0,6,Moderate,No,Moderate,Freelancer,High School
30.0,Other,Self-Employed,26,3.6,8.6,Good,5.2,0.0,4,Low,No,Low,Teacher,Bachelor
27.0,Female,Self-Employed,34,11.9,6.6,Average,8.6,27.0,8,Moderate,No,Moderate,Civil Engineer,Diploma
52.0,Male,Employed,36,12.9,9.8,Excellent,0.5,25.0,7,Moderate,No,High,Chef,Bachelor
65.0,Female,Unemployed,42,6.4,8.3,Good,5.0,46.0,4,Moderate,No,Moderate,Police Officer,Bachelor
28.0,Female,Self-Employed,24,9.5,8.2,Good,3.7,58.0,8,Low,No,Low,Sales Executive,High School
47.0,Female,Unemployed,42,8.6,9.9,Excellent,9.1,1.0,6,Moderate,No,Low,Software Engineer,Master
20.0,Female,Unemployed,30,9.6,9.3,Excellent,0.4,9.0,1,Low,No,Low,Doctor,Bachelor
20.0,Female,Self-Employed,33,9.0,4.3,Poor,3.0,53.0,1,Low,No,Low,Sales Executive,PhD
51.0,Other,Student,70,7.3,9.2,Excellent,0.8,28.0,7,High,Yes,High,Farmer,Master
24.0,Other,Student,68,2.4,4.8,Poor,8.8,14.0,1,Moderate,No,Moderate,Nurse,Master
39.0,Other,Unemployed,54,4.5,7.1,Good,6.6,28.0,7,Low,No,Low,Business Owner,Master
55.0,Other,Self-Employed,42,13.3,7.0,Excellent,9.8,38.0,0,Low,No,Low,Pilot,PhD
59.0,Female,Student,31,9.1,6.2,Average,5.7,44.0,6,Moderate,No,Low,Farmer,Diploma
40.0,Female,Unemployed,20,3.3,8.8,Good,2.1,26.0,0,Low,No,Low,Researcher,Master
51.0,Female,Self-Employed,23,13.9,4.6,Poor,8.4,32.0,8,Moderate,No,Moderate,HR Specialist,Master
58.0,Other,Employed,24,3.7,9.2,Excellent,1.9,17.0,8,Low,No,Low,Chef,Master
23.0,Female,Self-Employed,64,4.0,4.8,Poor,7.3,58.0,0,Low,No,Low,Software Engineer,PhD
52.0,Male,Employed,70,10.1,9.8,Excellent,4.4,13.0,7,High,Yes,High,Teacher,Diploma
34.0,Other,Student,63,6.8,7.0,Poor,8.9,57.0,4,Low,No,Moderate,Chef,Bachelor
53.0,Female,Self-Employed,68,6.4,9.3,Excellent,9.9,37.0,1,Moderate,No,Moderate,Farmer,High School
43.0,Other,Self-Employed,20,13.0,9.9,Excellent,4.8,51.0,3,Low,No,Low,Researcher,PhD
35.0,Male,Student,68,3.8,4.1,Poor,4.5,47.0,2,Moderate,No,Moderate,Police Officer,Bachelor
