Age,Gender,Employment_Status,Work_Hours_Per_Week,Screen_Time_Hours,Sleep_Hours,Sleep_Quality,Physical_Activity_Hours,Meditation_Minutes,Coffee_Cups_Per_Day,Stress_Level,Chronic_Stress,Burnout_Risk,Burnout_Score,Productivity_Score,Mental_Health_Status
32.0,Male,Student,69,3.7,5.9,Average,8.4,11.0,4,High,Yes,High,70,24.0,Critical
22.0,Female,Student,42,4.9,5.9,Average,2.5,18.0,7,Low,No,Low,35,72.0,Healthy
27.0,Male,Self-Employed,36,2.5,9.1,Excellent,6.7,45.0,0,Low,No,Low,4,92.0,Healthy
53.0,Other,Employed,22,12.0,8.8,Good,7.0,17.0,6,Low,No,Low,39,59.0,Healthy
55.0,Other,Unemployed,48,4.0,8.4,Good,9.4,21.0,1,Low,No,Moderate,44,64.0,Needs Attention
61.0,Female,Unemployed,56,3.2,8.9,Good,5.1,49.0,1,Low,No,Low,19,63.0,Healthy
29.0,Other,Employed,53,7.8,7.6,Good,8.6,37.0,8,Low,No,Low,20,58.0,Healthy
48.0,Male,Self-Employed,54,5.2,8.1,Good,8.2,48.0,3,Low,No,Low,0,95.0,Healthy
47.0,Other,Unemployed,44,5.4,9.6,Excellent,4.3,19.0,5,Moderate,No,Moderate,44,59.0,Needs Attention
19.0,Male,Self-Employed,63,11.5,8.2,Good,0.5,3.0,6,High,Yes,High,85,12.0,Critical
32.0,Male,Student,40,12.7,4.8,Poor,3.2,51.0,7,Moderate,No,Moderate,56,32.0,Critical
55.0,Female,Self-Employed,29,7.0,7.0,Good,9.3,6.0,8,Moderate,No,Low,27,63.0,Healthy
52.0,Male,Unemployed,60,4.2,8.1,Good,8.8,39.0,1,Low,No,Low,8,86.0,Healthy
61.0,Female,Self-Employed,44,4.3,5.1,Average,9.7,31.0,8,Moderate,No,High,65,42.0,Critical
18.0,Other,Employed,21,9.2,7.2,Good,5.8,35.0,8,Low,No,Low,8,86.0,Healthy
55.0,Other,Self-Employed,35,5.9,7.7,Good,4.7,23.0,8,Low,No,Low,23,76.0,Healthy
41.0,Female,Self-Employed,69,2.6,4.3,Poor,6.2,53.0,2,Moderate,No,Moderate,49,38.0,Needs Attention
33.0,Other,Employed,26,11.5,9.4,Excellent,2.6,19.0,8,Low,No,Low,31,58.0,Healthy
41.0,Male,Employed,21,11.1,5.0,Average,4.8,35.0,8,Low,No,Low,20,67.0,Healthy
27.0,Male,Employed,45,9.4,4.2,Poor,6.3,22.0,5,Moderate,No,Moderate,61,44.0,Needs Attention
25.0,Other,Student,45,9.3,4.6,Poor,6.6,25.0,3,Moderate,No,Moderate,41,58.0,Needs Attention
24.0,Female,Employed,28,10.4,6.9,Average,0.8,15.0,4,Moderate,No,Moderate,42,53.0,Needs Attention
45.0,Other,Student,68,9.1,9.5,Excellent,1.5,33.0,3,High,Yes,Moderate,62,31.0,Needs Attention
61.0,Male,Self-Employed,55,12.9,4.6,Poor,7.2,0.0,4,High,Yes,Moderate,61,20.0,Needs Attention
18.0,Female,Student,63,7.9,5.6,Average,1.9,29.0,5,High,Yes,High,96,23.0,Critical
56.0,Female,Student,61,6.5,6.8,Average,2.5,20.0,0,Moderate,No,Moderate,59,39.0,Needs Attention
39.0,Female,Student,66,7.7,9.6,Excellent,9.3,19.0,4,Moderate,No,Moderate,45,57.0,Needs Attention
39.0,Female,Student,41,9.2,7.0,Good,8.9,15.0,0,Low,No,Low,29,87.0,Healthy
40.0,Male,Employed,22,4.4,5.1,Average,1.1,34.0,3,Low,No,Low,13,88.0,Healthy
44.0,Male,Unemployed,47,7.8,9.1,Excellent,1.3,7.0,5,Moderate,No,High,68,35.0,Critical
39.0,Other,Student,42,2.7,7.5,Good,1.5,33.0,6,Moderate,No,Moderate,49,54.0,Needs Attention
39.0,Other,Self-Employed,43,3.9,8.5,Good,3.8,41.0,6,Moderate,No,Moderate,41,61.0,Needs Attention
50.0,Male,Employed,38,11.3,7.9,Good,1.9,5.0,2,Moderate,No,Moderate,47,31.0,Needs Attention
23.0,Male,Employed,27,6.0,7.0,Good,7.3,26.0,3,Low,No,Low,12,100.0,Healthy
34.0,Other,Employed,34,12.3,9.0,Excellent,4.4,18.0,6,Moderate,No,Moderate,49,71.0,Needs Attention
62.0,Other,Unemployed,65,2.6,8.7,Good,1.3,54.0,3,Moderate,No,Moderate,41,,Needs Attention
43.0,Female,Student,64,9.1,9.0,Excellent,9.0,2.0,8,High,Yes,Moderate,56,26.0,Critical
59.0,Male,Unemployed,69,6.6,7.0,Good,3.1,58.0,6,Moderate,No,Moderate,51,51.0,Needs Attention
51.0,Male,Self-Employed,24,6.0,6.1,Average,5.9,53.0,4,Low,No,Low,0,100.0,Healthy
42.0,Other,Student,54,11.6,6.2,Average,0.3,31.0,8,High,Yes,High,89,8.0,Critical
59.0,Other,Employed,45,4.6,5.6,Average,0.7,33.0,3,Low,No,Low,26,74.0,Healthy
30.0,Female,Student,47,13.1,7.9,Good,9.8,,8,Moderate,No,Moderate,49,56.0,Needs Attention
39.0,Other,Self-Employed,31,13.9,9.2,Excellent,1.1,23.0,8,Moderate,No,Low,16,66.0,Healthy
49.0,Male,Self-Employed,34,6.4,6.2,Average,7.6,25.0,6,Low,No,Low,15,82.0,Healthy
45.0,Other,Self-Employed,28,8.8,6.8,Average,4.3,6.0,6,Moderate,No,Low,26,59.0,Healthy
46.0,Other,Self-Employed,32,2.8,5.4,Average,4.4,43.0,2,Low,No,Low,0,99.0,Healthy
18.0,Other,Student,60,8.5,9.6,Excellent,1.1,48.0,0,Low,No,Low,13,75.0,Healthy
63.0,Female,Unemployed,68,3.7,5.5,Average,7.7,12.0,6,Moderate,No,Moderate,57,33.0,Needs Attention
43.0,Male,Self-Employed,36,6.3,7.7,Good,9.2,48.0,0,Low,No,Low,0,,Healthy
49.0,Female,Unemployed,54,3.1,4.0,Poor,4.5,11.0,5,Moderate,No,High,71,30.0,Critical
18.0,Male,Unemployed,46,9.6,6.7,Average,6.6,2.0,2,Moderate,No,High,66,61.0,Critical
46.0,Other,Student,30,8.4,6.7,Average,9.2,54.0,3,Low,No,Low,0,90.0,Healthy
32.0,Female,Self-Employed,25,4.5,7.6,Good,3.0,21.0,4,Low,No,Low,0,97.0,Healthy
30.0,Other,Student,31,8.1,7.1,Good,5.2,5.0,0,Low,No,Low,3,82.0,Healthy
33.0,Other,Unemployed,37,5.3,4.2,Poor,9.1,29.0,1,Low,No,Low,31,76.0,Healthy
64.0,Male,Employed,24,13.2,6.5,Average,0.5,20.0,3,Moderate,No,Moderate,58,40.0,Needs Attention
20.0,Male,Self-Employed,20,6.9,5.5,Average,2.4,14.0,3,Low,No,Low,9,93.0,Healthy
25.0,Female,Self-Employed,23,,7.3,Good,3.5,55.0,0,Low,No,Low,3,88.0,Healthy
47.0,Female,Student,70,12.3,4.4,Poor,3.0,35.0,7,High,Yes,High,95,11.0,Critical
59.0,Other,Student,23,5.8,7.4,Good,2.9,10.0,5,Low,No,Moderate,43,74.0,Needs Attention
43.0,Female,Employed,49,10.4,8.2,Good,2.9,0.0,0,Moderate,No,Low,32,71.0,Healthy
52.0,Other,Student,59,6.0,9.9,Excellent,3.4,26.0,5,Moderate,No,Low,33,78.0,Healthy
38.0,Male,Student,67,7.0,8.8,Good,3.7,,6,High,Yes,High,76,45.0,Critical
58.0,Other,Unemployed,48,2.3,7.0,Good,4.1,6.0,5,Moderate,No,High,67,51.0,Critical
24.0,Male,Self-Employed,39,13.2,8.9,Good,2.0,58.0,3,Low,No,Low,11,66.0,Healthy
63.0,Other,Self-Employed,62,7.4,6.0,Average,4.4,27.0,0,Moderate,No,Low,38,50.0,Healthy
19.0,Male,Unemployed,24,10.1,8.0,Good,8.7,43.0,4,Low,No,Low,10,62.0,Healthy
61.0,Female,Employed,34,,8.0,Good,5.8,49.0,8,Low,No,Low,38,61.0,Healthy
31.0,Male,Employed,52,9.8,5.3,Average,0.1,43.0,4,Moderate,No,Low,35,53.0,Healthy
42.0,Other,Self-Employed,44,7.7,8.6,Good,7.4,24.0,1,Low,No,Low,17,70.0,Healthy
31.0,Male,Self-Employed,51,6.2,7.9,Good,8.2,11.0,3,Moderate,No,Moderate,43,59.0,Needs Attention
35.0,Other,Unemployed,55,11.5,8.8,Good,6.2,15.0,0,Moderate,No,High,72,50.0,Critical
38.0,Female,Unemployed,58,8.2,9.8,Excellent,8.6,52.0,4,Low,No,Low,10,75.0,Healthy
52.0,Male,Employed,42,12.5,9.8,Excellent,1.2,29.0,0,Low,No,Low,21,50.0,Healthy
51.0,Other,Self-Employed,46,9.4,7.7,Good,3.5,28.0,6,High,No,Moderate,58,23.0,Needs Attention
51.0,Other,Unemployed,57,9.2,5.6,Average,3.8,,2,Moderate,No,Low,33,67.0,Healthy
21.0,Female,Student,32,8.5,9.5,Excellent,0.4,19.0,5,Low,No,Low,19,71.0,Healthy
49.0,Female,Self-Employed,66,2.6,5.3,Average,8.1,13.0,4,High,No,High,78,21.0,Critical
26.0,Other,Self-Employed,59,12.0,6.4,Average,3.4,21.0,5,High,Yes,High,90,2.0,Critical
54.0,Male,Self-Employed,52,10.8,6.0,Average,8.7,55.0,4,Low,No,Low,36,90.0,Healthy
19.0,Male,Employed,35,7.4,6.0,Average,7.5,12.0,5,Moderate,No,Low,17,67.0,Healthy
18.0,Other,Self-Employed,34,11.1,9.0,Excellent,2.2,51.0,8,Moderate,No,Moderate,43,55.0,Needs Attention
30.0,Other,Employed,29,5.2,7.9,Good,0.3,30.0,6,Moderate,No,Low,31,47.0,Healthy
46.0,Other,Unemployed,38,11.0,8.9,Good,3.8,40.0,2,Low,No,Low,0,80.0,Healthy
60.0,Other,Student,20,5.1,7.5,Good,0.9,36.0,4,Low,No,Low,0,84.0,Healthy
39.0,Male,Unemployed,47,2.3,,Excellent,6.6,17.0,8,Low,No,Low,20,91.0,Healthy
61.0,Other,Employed,40,2.7,5.5,Average,0.1,36.0,0,Low,No,Low,25,72.0,Healthy
26.0,Female,Employed,35,4.9,5.1,Average,0.0,10.0,4,Moderate,No,Moderate,58,22.0,Needs Attention
45.0,Male,Unemployed,23,7.7,4.1,Poor,9.6,44.0,8,Moderate,No,Low,26,61.0,Healthy
61.0,Male,Unemployed,28,4.4,7.4,Good,8.3,41.0,5,Low,No,Low,0,95.0,Healthy
23.0,Other,Self-Employed,36,5.1,7.7,Good,2.0,56.0,0,Low,No,Low,17,85.0,Healthy
38.0,Male,Employed,31,7.7,5.2,Average,5.4,38.0,2,Low,No,Low,30,73.0,Healthy
30.0,Other,Student,55,8.7,8.8,Good,6.4,13.0,8,High,Yes,Moderate,64,38.0,Critical
20.0,Male,Unemployed,39,11.9,6.7,Average,9.3,17.0,8,Moderate,No,Moderate,54,37.0,Needs Attention
49.0,Other,Self-Employed,54,12.6,9.9,Excellent,6.3,24.0,7,Moderate,No,High,79,20.0,Critical
44.0,Female,Unemployed,51,3.8,6.0,Average,3.5,4.0,6,Moderate,No,Moderate,51,34.0,Needs Attention
24.0,Other,Employed,26,7.0,9.1,Excellent,1.7,26.0,3,Low,No,Low,8,90.0,Healthy
34.0,Other,Employed,30,2.9,9.9,Excellent,4.9,51.0,3,Low,No,Low,12,89.0,Healthy
61.0,Female,Unemployed,41,6.3,8.8,Good,4.4,23.0,4,Moderate,No,Low,36,67.0,Healthy
37.0,Other,Unemployed,27,11.6,4.5,Poor,9.0,28.0,4,Low,No,Low,28,95.0,Healthy
33.0,Other,Unemployed,23,6.9,5.0,Average,1.3,11.0,4,Moderate,No,Moderate,51,52.0,Needs Attention
47.0,Male,Employed,52,,6.8,Average,10.0,33.0,8,Moderate,No,Moderate,58,34.0,Needs Attention
34.0,Male,Self-Employed,68,9.2,9.7,Excellent,4.0,53.0,5,Moderate,No,Low,33,67.0,Healthy
44.0,Other,Student,56,7.7,9.9,Excellent,0.6,41.0,7,Moderate,No,Moderate,57,37.0,Needs Attention
54.0,Male,Employed,21,13.6,5.9,Average,8.1,27.0,3,Low,No,Low,38,62.0,Healthy
42.0,Male,Employed,34,5.6,,Average,3.8,18.0,8,Moderate,No,Moderate,61,30.0,Needs Attention
22.0,Female,Self-Employed,41,2.7,7.4,Good,0.2,46.0,5,Low,No,Low,35,74.0,Healthy
40.0,Other,Unemployed,68,12.0,4.4,Poor,8.5,32.0,3,High,Yes,High,100,,Critical
33.0,Male,Self-Employed,21,4.3,9.4,Excellent,1.9,3.0,8,Low,No,Low,2,90.0,Healthy
23.0,Male,Unemployed,40,,5.6,Average,6.3,25.0,1,Moderate,No,Moderate,49,76.0,Needs Attention
24.0,Female,Student,23,12.2,9.2,Excellent,3.1,5.0,6,Moderate,No,Moderate,58,65.0,Needs Attention
55.0,Female,Student,52,9.8,6.6,Average,4.3,50.0,6,Moderate,No,Low,39,59.0,Healthy
40.0,Other,Self-Employed,61,8.1,7.7,Good,5.5,43.0,3,Moderate,No,Low,39,61.0,Healthy
64.0,Other,Employed,32,3.2,8.7,Good,6.5,15.0,2,Low,No,Low,7,95.0,Healthy
60.0,Female,Employed,52,11.7,4.7,Poor,6.9,18.0,3,High,Yes,High,74,17.0,Critical
24.0,Male,Self-Employed,35,6.4,4.2,Poor,8.1,6.0,8,Moderate,No,Low,38,70.0,Healthy
28.0,Male,Unemployed,49,2.9,6.1,Average,6.3,2.0,0,Moderate,No,Low,39,52.0,Healthy
44.0,Other,Self-Employed,53,7.9,9.6,Excellent,2.8,36.0,8,Low,No,Low,27,52.0,Healthy
46.0,Female,Employed,37,2.6,6.8,Average,1.4,52.0,5,Low,No,Low,0,89.0,Healthy
49.0,Female,Unemployed,26,8.5,5.0,Average,5.8,24.0,1,Low,No,Low,17,92.0,Healthy
28.0,Male,Self-Employed,23,4.5,5.6,Average,3.4,2.0,2,Low,No,Low,6,84.0,Healthy
52.0,Female,Self-Employed,56,4.8,5.8,Average,2.7,0.0,2,Moderate,No,Moderate,54,50.0,Needs Attention
21.0,Other,Employed,22,12.5,5.2,Average,4.7,42.0,2,Low,No,Low,32,72.0,Healthy
26.0,Female,Student,45,5.1,6.7,Average,9.7,,8,Moderate,No,Low,37,66.0,Healthy
36.0,Other,Student,44,9.3,7.2,Good,3.1,59.0,0,Low,No,Low,26,86.0,Healthy
46.0,Male,Self-Employed,65,11.2,8.9,Good,3.3,5.0,5,Moderate,No,High,73,41.0,Critical
24.0,Male,Student,36,2.7,9.1,Excellent,5.1,2.0,0,Low,No,Low,1,76.0,Healthy
41.0,Other,Employed,50,3.0,4.0,Poor,6.5,49.0,4,Low,No,Low,0,84.0,Healthy
60.0,Other,Student,33,4.2,7.4,Good,7.3,3.0,0,Low,No,Low,0,95.0,Healthy
36.0,Other,Employed,39,12.9,6.3,Average,4.1,14.0,1,Moderate,No,Low,20,46.0,Healthy
43.0,Other,Employed,31,8.3,6.4,Average,2.3,53.0,8,Low,No,Low,34,84.0,Healthy
23.0,Other,Unemployed,37,4.7,6.4,Average,7.5,17.0,2,Low,No,Low,0,100.0,Healthy
59.0,Female,Unemployed,40,13.1,5.9,Average,9.1,27.0,2,Low,No,Moderate,47,70.0,Needs Attention
44.0,Male,Unemployed,20,10.5,4.4,Poor,,52.0,8,Low,No,Low,35,62.0,Healthy
24.0,Male,Unemployed,63,13.8,6.5,Average,7.4,49.0,3,Moderate,No,Moderate,54,42.0,Needs Attention
20.0,Other,Self-Employed,24,9.3,9.5,Excellent,1.8,60.0,6,Low,No,Low,30,78.0,Healthy
36.0,Other,Student,35,11.1,8.6,Good,4.4,43.0,3,Low,No,Low,1,95.0,Healthy
36.0,Female,Student,55,4.2,5.9,Average,2.7,48.0,5,Moderate,No,Low,34,72.0,Healthy
23.0,Other,Unemployed,30,3.6,5.9,Average,9.6,3.0,6,Low,No,Low,34,78.0,Healthy
60.0,Other,Student,67,6.7,9.1,Excellent,5.4,7.0,4,Moderate,No,Moderate,49,30.0,Needs Attention
32.0,Other,Self-Employed,59,2.1,5.8,Average,7.5,8.0,7,Moderate,No,Low,35,58.0,Healthy
45.0,Other,Self-Employed,28,6.8,,Average,4.4,3.0,3,Moderate,No,Low,37,67.0,Healthy
19.0,Male,Student,70,2.2,4.6,Poor,8.5,3.0,2,Moderate,No,Moderate,56,29.0,Needs Attention
59.0,Other,Unemployed,46,6.6,,Excellent,0.1,27.0,6,Moderate,No,Moderate,49,56.0,Needs Attention
47.0,Female,Self-Employed,51,10.8,4.9,Poor,7.0,26.0,1,Moderate,No,High,65,46.0,Critical
38.0,Female,Employed,50,4.0,4.9,Poor,9.0,42.0,1,Low,No,Low,9,98.0,Healthy
51.0,Other,Employed,67,6.9,8.6,Good,2.4,28.0,7,Moderate,No,High,68,48.0,Critical
57.0,Female,Student,69,13.9,9.5,Excellent,9.7,10.0,3,High,Yes,High,87,0.0,Critical
26.0,Other,Unemployed,49,4.3,7.0,Good,2.2,33.0,8,Moderate,No,Low,39,63.0,Healthy
20.0,Male,Student,38,6.6,7.7,Good,5.7,45.0,5,Low,No,Low,39,71.0,Healthy
62.0,Other,Employed,44,5.1,8.8,Good,8.5,51.0,6,Low,No,Low,0,82.0,Healthy
49.0,Other,Unemployed,40,11.3,8.4,Good,1.4,9.0,2,Moderate,No,Moderate,60,55.0,Needs Attention
37.0,Other,Employed,39,11.2,4.2,Poor,8.8,35.0,5,Low,No,Low,25,79.0,Healthy
64.0,Female,Self-Employed,52,12.9,7.3,Good,9.0,33.0,3,Moderate,No,Low,34,70.0,Healthy
30.0,Other,Student,57,9.8,9.2,Excellent,4.0,39.0,0,Moderate,No,Moderate,44,57.0,Needs Attention
21.0,Male,Unemployed,31,9.8,6.3,Average,8.6,36.0,2,Low,No,Low,30,76.0,Healthy
28.0,Male,Self-Employed,63,2.3,4.1,Poor,1.1,43.0,4,Moderate,No,Moderate,60,38.0,Needs Attention
61.0,Male,Unemployed,60,,6.4,Average,9.7,6.0,0,Moderate,No,Moderate,54,40.0,Needs Attention
48.0,Male,Unemployed,56,5.8,8.3,Good,1.4,8.0,0,Moderate,No,Moderate,64,55.0,Needs Attention
40.0,Female,Student,53,8.0,7.7,Good,2.0,11.0,4,Moderate,No,Moderate,61,43.0,Needs Attention
54.0,Male,Employed,44,9.5,8.7,Good,1.4,17.0,3,Moderate,No,High,77,32.0,Critical
39.0,Male,Unemployed,69,3.4,4.2,Poor,9.9,17.0,3,Moderate,No,Moderate,44,46.0,Needs Attention
27.0,Other,Self-Employed,58,11.0,5.9,Average,3.8,50.0,0,Moderate,No,Moderate,56,54.0,Needs Attention
60.0,Female,Employed,21,8.5,8.0,Good,9.0,9.0,4,Low,No,Low,9,100.0,Healthy
19.0,Male,Unemployed,59,6.4,7.1,Good,9.2,12.0,0,Moderate,No,Low,35,60.0,Healthy
45.0,Male,Unemployed,41,12.8,6.6,Average,5.5,51.0,2,Low,No,Low,12,79.0,Healthy
23.0,Male,Employed,25,10.3,7.0,Good,9.9,51.0,8,Low,No,Low,6,94.0,Healthy
65.0,Female,Employed,37,7.1,6.1,Average,5.2,15.0,7,Moderate,No,Moderate,54,40.0,Needs Attention
30.0,Female,Student,70,8.4,7.2,Good,6.9,3.0,6,High,Yes,High,100,0.0,Critical
25.0,Male,Self-Employed,45,13.2,5.6,Average,6.4,26.0,4,Moderate,No,High,72,36.0,Critical
21.0,Other,Employed,37,4.5,9.0,Excellent,6.6,33.0,2,Low,No,Low,0,100.0,Healthy
21.0,Male,Unemployed,30,7.2,8.8,Good,9.3,40.0,1,Low,No,Low,0,90.0,Healthy
20.0,Female,Self-Employed,20,3.2,8.0,Good,7.0,30.0,7,Low,No,Low,0,100.0,Healthy
34.0,Female,Student,41,12.5,7.5,Good,2.4,30.0,0,Moderate,No,Low,25,73.0,Healthy
49.0,Female,Unemployed,43,10.3,5.3,Average,7.3,7.0,4,Moderate,No,Moderate,53,40.0,Needs Attention
45.0,Other,Student,57,4.3,8.5,Good,3.4,34.0,3,Low,No,Low,3,85.0,Healthy
43.0,Other,Self-Employed,58,7.2,6.6,Average,2.7,31.0,6,Moderate,No,Moderate,58,50.0,Needs Attention
20.0,Male,Employed,23,9.2,6.8,Average,7.0,54.0,8,Low,No,Low,16,96.0,Healthy
26.0,Female,Employed,37,8.2,9.0,Excellent,8.7,2.0,3,Low,No,Low,39,73.0,Healthy
31.0,Female,Unemployed,21,9.3,8.3,Good,8.6,40.0,6,Low,No,Low,11,95.0,Healthy
44.0,Other,Student,62,4.7,7.1,Good,2.3,34.0,5,Moderate,No,Low,31,49.0,Healthy
44.0,Female,Unemployed,60,11.7,4.6,Poor,2.7,5.0,6,High,Yes,High,93,26.0,Critical
39.0,Female,Unemployed,22,5.5,4.7,Poor,8.8,15.0,2,Low,No,Low,26,75.0,Healthy
57.0,Other,Student,67,5.2,6.5,Average,9.0,39.0,4,Moderate,No,Moderate,49,73.0,Needs Attention
22.0,Female,Employed,25,12.0,6.7,Average,8.8,28.0,1,Low,No,Low,0,94.0,Healthy
45.0,Male,Unemployed,36,7.6,9.0,Excellent,6.3,7.0,4,Low,No,Moderate,46,76.0,Needs Attention
45.0,Female,Student,46,5.2,6.3,Average,8.0,37.0,1,Low,No,Low,29,63.0,Healthy
60.0,Other,Unemployed,41,10.3,4.7,Poor,3.6,13.0,2,Moderate,No,Moderate,60,28.0,Critical
61.0,Female,Unemployed,54,7.7,7.8,Good,9.0,56.0,7,Moderate,No,Low,35,49.0,Healthy
33.0,Female,Employed,40,4.1,6.4,Average,0.9,25.0,6,Moderate,No,Low,34,61.0,Healthy
50.0,Female,Self-Employed,62,6.4,7.7,Good,8.7,59.0,7,Moderate,No,Moderate,48,57.0,Needs Attention
28.0,Female,Unemployed,44,4.2,5.3,Average,2.5,46.0,1,Low,No,Low,24,78.0,Healthy
27.0,Male,Employed,28,5.6,9.4,Excellent,6.8,20.0,0,Low,No,Low,4,83.0,Healthy
28.0,Male,Student,34,4.5,4.8,Poor,4.8,6.0,3,Moderate,No,Moderate,44,57.0,Needs Attention
33.0,Female,Employed,30,13.8,9.5,Excellent,2.4,4.0,5,Moderate,No,High,66,,Critical
19.0,Other,Self-Employed,37,12.0,9.6,Excellent,5.6,16.0,5,Low,No,Low,20,72.0,Healthy
19.0,Female,Self-Employed,54,7.6,5.0,Average,8.4,50.0,2,Low,No,Low,34,76.0,Healthy
56.0,Female,Unemployed,25,12.4,6.5,Average,7.7,16.0,1,Moderate,No,Moderate,58,62.0,Needs Attention
18.0,Male,Self-Employed,42,11.0,7.4,Good,8.2,49.0,3,Low,No,Low,19,70.0,Healthy
31.0,Other,Unemployed,23,3.5,7.2,Good,2.4,32.0,4,Low,No,Low,0,95.0,Healthy
23.0,Female,Employed,59,6.1,,Good,5.0,53.0,0,Moderate,No,Low,38,67.0,Healthy
24.0,Female,Employed,49,5.9,6.9,Average,8.9,39.0,5,Low,No,Moderate,45,52.0,Needs Attention
48.0,Male,Self-Employed,47,8.5,6.9,Average,6.4,55.0,6,Moderate,No,Moderate,53,73.0,Needs Attention
60.0,Other,Student,58,13.0,4.6,Poor,1.2,6.0,4,High,Yes,High,100,0.0,Critical
19.0,Male,Employed,69,10.7,7.1,Good,2.4,6.0,4,High,Yes,Moderate,63,39.0,Critical
52.0,Other,Student,64,13.4,7.7,Good,9.5,52.0,1,Moderate,No,Moderate,54,55.0,Needs Attention
26.0,Female,Employed,25,4.9,8.7,Good,9.0,5.0,6,Low,No,Low,0,100.0,Healthy
31.0,Other,Employed,58,2.2,8.8,Good,1.0,55.0,0,Low,No,Low,21,94.0,Healthy
36.0,Female,Employed,61,8.1,5.8,Average,1.3,34.0,1,Moderate,No,High,65,31.0,Critical
51.0,Other,Unemployed,51,4.3,9.2,Excellent,5.2,4.0,6,Moderate,No,Moderate,54,36.0,Needs Attention
62.0,Female,Student,29,6.5,5.8,Average,2.2,28.0,5,Low,No,Low,20,93.0,Healthy
48.0,Male,Self-Employed,24,7.5,6.2,Average,9.1,60.0,3,Low,No,Low,8,100.0,Healthy
25.0,Female,Self-Employed,68,11.9,9.2,Excellent,4.2,57.0,2,Moderate,No,High,71,38.0,Critical
31.0,Male,Self-Employed,60,9.0,4.9,Poor,2.3,58.0,1,Moderate,No,Moderate,44,57.0,Needs Attention
46.0,Other,Employed,47,4.9,7.3,Good,7.6,55.0,4,Low,No,Low,0,81.0,Healthy
63.0,Female,Student,36,4.8,7.7,Good,6.3,40.0,7,Low,No,Low,37,87.0,Healthy
64.0,Male,Unemployed,59,12.4,7.0,Good,7.1,22.0,0,Moderate,No,Moderate,59,70.0,Needs Attention
19.0,Other,Unemployed,29,5.3,5.1,Average,2.7,20.0,1,Low,No,Low,22,88.0,Healthy
42.0,Female,Student,42,3.4,8.0,Good,8.1,3.0,7,Low,No,Low,11,75.0,Healthy
65.0,Female,Student,70,13.1,,Excellent,10.0,45.0,1,Moderate,No,High,67,51.0,Critical
36.0,Male,Self-Employed,41,8.0,8.0,Good,4.3,29.0,7,Moderate,No,Low,38,51.0,Healthy
25.0,Male,Unemployed,48,11.7,7.8,Good,5.4,5.0,3,Moderate,No,Moderate,44,53.0,Needs Attention
35.0,Other,Unemployed,43,4.4,9.6,Excellent,3.3,33.0,7,Low,No,Low,30,70.0,Healthy
25.0,Other,Unemployed,61,4.8,8.8,Good,3.0,0.0,6,Moderate,No,High,66,56.0,Critical
46.0,Female,Self-Employed,46,5.9,5.3,Average,6.0,35.0,1,Moderate,No,Low,37,43.0,Healthy
39.0,Male,Self-Employed,36,11.2,4.4,Poor,,50.0,1,Moderate,No,Low,21,76.0,Healthy
25.0,Other,Employed,40,2.3,9.2,Excellent,6.1,21.0,1,Low,No,Low,3,100.0,Healthy
29.0,Female,Self-Employed,50,9.2,7.0,Good,5.5,50.0,7,Moderate,No,Low,36,42.0,Healthy
54.0,Male,Student,43,10.8,9.4,Excellent,1.8,27.0,0,Low,No,Low,8,87.0,Healthy
25.0,Male,Employed,48,8.1,9.6,Excellent,5.9,17.0,1,Low,No,Low,15,75.0,Healthy
35.0,Male,Student,42,7.0,4.8,Poor,0.7,11.0,1,Low,No,Low,19,57.0,Healthy
36.0,Male,Self-Employed,57,5.3,8.8,Good,9.9,0.0,2,Low,No,Moderate,50,74.0,Needs Attention
38.0,Male,Employed,35,7.7,5.8,Average,6.5,24.0,1,Low,No,Low,33,66.0,Healthy
28.0,Female,Employed,56,4.9,9.2,Excellent,2.3,36.0,0,Low,No,Low,21,78.0,Healthy
52.0,Female,Employed,33,6.4,4.7,Poor,2.8,24.0,7,Moderate,No,Low,39,46.0,Healthy
54.0,Female,Employed,44,11.2,4.8,Poor,2.7,9.0,7,High,Yes,High,81,24.0,Critical
30.0,Female,Student,55,5.9,8.6,Good,4.3,27.0,8,Moderate,No,Moderate,55,48.0,Needs Attention
21.0,Male,Student,58,8.0,9.2,Excellent,5.0,38.0,1,Moderate,No,Low,37,66.0,Healthy
64.0,Other,Self-Employed,28,8.1,4.8,Poor,6.3,51.0,7,Low,No,Low,15,57.0,Healthy
55.0,Male,Student,65,11.6,6.6,Average,0.5,19.0,3,High,Yes,Moderate,60,14.0,Needs Attention
39.0,Male,Self-Employed,37,3.4,9.9,Excellent,1.9,36.0,4,Low,No,Low,0,98.0,Healthy
48.0,Male,Student,64,8.1,6.9,Average,5.3,11.0,2,Moderate,No,Moderate,63,31.0,Needs Attention
18.0,Female,Student,65,3.2,9.3,Excellent,5.7,6.0,1,Low,No,Low,10,84.0,Healthy
27.0,Female,Student,65,4.4,6.9,Average,9.1,51.0,5,Low,No,Low,15,71.0,Healthy
32.0,Male,Self-Employed,57,8.6,6.7,Average,2.8,19.0,2,Moderate,No,Moderate,41,59.0,Needs Attention
61.0,Female,Student,31,9.2,8.2,Good,2.0,9.0,3,Moderate,No,Moderate,58,53.0,Needs Attention
